pozo,instancia,t_min,p_antes_choke,p_arbol,p_anular,p_gaslift,t_despues_choke,etiqueta
WELL-00001,WELL-00001_20170226130146,133.5,53.18806,133.4627,146.0309,33.85959,74.14169,normal
WELL-00001,WELL-00001_20170226130146,134.0,53.18119,133.4627,146.0309,33.85971,74.07713,normal
WELL-00001,WELL-00001_20170226130146,134.5,53.24167,133.4627,146.0309,33.85983,74.02206,normal
WELL-00001,WELL-00001_20170226130146,135.0,53.16986,133.4627,146.0309,33.85995,74.01453,normal
WELL-00001,WELL-00001_20170226130146,135.5,53.06497,133.4627,146.0309,33.86008,74.007,normal
WELL-00001,WELL-00001_20170226130146,136.0,53.52662,133.4627,146.0309,33.8602,73.99947,normal
WELL-00001,WELL-00001_20170226130146,136.5,53.91077,133.4627,146.0309,33.86032,73.99871,normal
WELL-00001,WELL-00001_20170226130146,137.0,53.07186,133.4627,146.0309,33.86044,74.04199,normal
WELL-00001,WELL-00001_20170226130146,137.5,53.23906,133.4627,146.0309,33.86056,74.08527,normal
WELL-00001,WELL-00001_20170226130146,138.0,53.39892,133.4627,146.0309,33.86068,74.12856,normal
WELL-00001,WELL-00001_20170226130146,138.5,53.51104,133.4627,146.0309,33.8608,74.17184,normal
WELL-00001,WELL-00001_20170226130146,139.0,53.58127,133.4627,146.0309,33.86092,74.21512,normal
WELL-00001,WELL-00001_20170226130146,139.5,53.37923,133.4627,146.0309,33.86105,74.23251,normal
WELL-00001,WELL-00001_20170226130146,140.0,53.22738,133.4627,146.0309,33.86116,74.12045,normal
WELL-00001,WELL-00001_20170226130146,140.5,53.27628,133.4627,146.0309,33.86129,74.02358,normal
WELL-00001,WELL-00001_20170226130146,141.0,53.32518,133.4627,146.0309,33.86141,74.02551,normal
WELL-00001,WELL-00001_20170226130146,141.5,53.2399,133.4627,146.0309,33.86153,74.02744,normal
WELL-00001,WELL-00001_20170226130146,142.0,53.12778,133.4514,146.0309,33.86165,74.02937,normal
WELL-00001,WELL-00001_20170226130146,142.5,53.16838,133.429,146.0309,33.86177,74.04205,normal
WELL-00001,WELL-00001_20170226130146,143.0,53.23954,133.4066,146.0309,33.86189,74.09771,normal
WELL-00001,WELL-00001_20170226130146,143.5,53.41241,133.3841,146.0309,33.86201,74.15337,normal
WELL-00001,WELL-00001_20170226130146,144.0,53.61071,133.3617,146.0309,33.86214,74.20903,normal
WELL-00001,WELL-00001_20170226130146,144.5,53.43674,133.3392,146.0309,33.86226,74.26469,normal
WELL-00001,WELL-00001_20170226130146,145.0,53.2055,133.3168,146.0309,33.86238,74.18058,normal
WELL-00001,WELL-00001_20170226130146,145.5,53.47439,133.2943,146.0309,33.8625,74.06853,normal
WELL-00001,WELL-00001_20170226130146,146.0,53.8433,133.2719,146.0309,33.86262,74.12782,normal
WELL-00001,WELL-00001_20170226130146,146.5,53.83245,133.2495,146.0309,33.86274,74.22997,normal
WELL-00001,WELL-00001_20170226130146,147.0,53.74565,133.227,146.0309,33.86286,74.18156,normal
WELL-00001,WELL-00001_20170226130146,147.5,53.41693,133.2046,146.0309,33.86298,74.11001,normal
WELL-00001,WELL-00001_20170226130146,148.0,53.03984,133.1821,146.0309,33.86311,74.03845,normal
WELL-00001,WELL-00001_20170226130146,148.5,53.20088,133.1597,146.0309,33.86323,73.96689,normal
WELL-00001,WELL-00001_20170226130146,149.0,53.49646,133.1372,146.0309,33.86335,74.04041,normal
WELL-00001,WELL-00001_20170226130146,149.5,53.46064,133.1148,146.0309,33.86347,74.14294,normal
WELL-00001,WELL-00001_20170226130146,150.0,53.37384,133.0923,146.0309,33.86359,74.13513,normal
WELL-00001,WELL-00001_20170226130146,150.5,53.45476,133.0699,146.0309,33.86371,74.10525,normal
WELL-00001,WELL-00001_20170226130146,151.0,53.56149,133.0475,146.0309,33.86383,74.12441,normal
WELL-00001,WELL-00001_20170226130146,151.5,53.4768,133.025,146.0309,33.86395,74.15585,normal
WELL-00001,WELL-00001_20170226130146,152.0,53.35383,133.0026,146.0309,33.86407,74.08881,normal
WELL-00001,WELL-00001_20170226130146,152.5,53.36478,132.9801,146.0309,33.8642,74.00664,normal
WELL-00001,WELL-00001_20170226130146,153.0,53.40252,132.9577,146.0309,33.86432,74.01736,normal
WELL-00001,WELL-00001_20170226130146,153.5,53.34045,132.9352,146.0309,33.86444,74.04665,normal
WELL-00001,WELL-00001_20170226130146,154.0,53.19103,132.9128,146.0309,33.86456,74.04823,normal
WELL-00001,WELL-00001_20170226130146,154.5,53.17781,132.8904,146.0309,33.86468,74.02208,normal
WELL-00001,WELL-00001_20170226130146,155.0,53.30078,132.8679,146.0309,33.8648,74.04868,normal
WELL-00001,WELL-00001_20170226130146,155.5,53.53045,132.9473,146.0309,33.86492,74.13558,normal
WELL-00001,WELL-00001_20170226130146,156.0,53.86681,133.047,146.0309,33.86504,74.22247,normal
WELL-00001,WELL-00001_20170226130146,156.5,53.65523,133.0433,146.0309,33.86517,74.30937,normal
WELL-00001,WELL-00001_20170226130146,157.0,52.99697,133.0188,146.0309,33.86529,74.26625,normal
WELL-00001,WELL-00001_20170226130146,157.5,52.84507,132.9943,146.0309,33.86541,74.10936,normal
WELL-00001,WELL-00001_20170226130146,158.0,52.84778,132.9698,146.0309,33.86553,74.02522,normal
WELL-00001,WELL-00001_20170226130146,158.5,53.62358,132.9454,146.0309,33.86565,74.01382,normal
WELL-00001,WELL-00001_20170226130146,159.0,53.7559,132.9209,146.0309,33.86577,74.06976,normal
WELL-00001,WELL-00001_20170226130146,159.5,53.75951,132.8964,146.0309,33.86589,74.19303,normal
WELL-00001,WELL-00001_20170226130146,160.0,53.70379,132.8719,146.0309,33.86601,74.22661,normal
WELL-00001,WELL-00001_20170226130146,160.5,53.6362,132.8474,146.0309,33.86613,74.15768,normal
WELL-00001,WELL-00001_20170226130146,161.0,53.45206,132.823,146.0309,33.86626,74.08875,normal
WELL-00001,WELL-00001_20170226130146,161.5,53.2388,132.7985,146.0309,33.86637,74.01981,normal
WELL-00001,WELL-00001_20170226130146,162.0,53.243,132.774,146.0309,33.8665,74.00623,normal
WELL-00001,WELL-00001_20170226130146,162.5,53.28067,132.7495,146.0309,33.86662,74.048,normal
WELL-00001,WELL-00001_20170226130146,163.0,53.31833,132.7251,146.0309,33.86674,74.02902,normal
WELL-00001,WELL-00001_20170226130146,163.5,53.35599,132.7006,146.0309,33.86686,73.94926,normal
WELL-00001,WELL-00001_20170226130146,164.0,53.52502,132.6761,146.0309,33.86698,73.93912,normal
WELL-00001,WELL-00001_20170226130146,164.5,53.72033,132.7174,146.0309,33.8671,73.99856,normal
WELL-00001,WELL-00001_20170226130146,165.0,53.52757,132.8164,146.0309,33.86723,74.0364,normal
WELL-00001,WELL-00001_20170226130146,165.5,53.2572,132.9153,146.0309,33.86735,73.98784,normal
WELL-00001,WELL-00001_20170226130146,166.0,53.31687,133.0142,146.0309,33.86747,73.9537,normal
WELL-00001,WELL-00001_20170226130146,166.5,53.45905,133.0134,146.0309,33.86759,73.99168,normal
WELL-00001,WELL-00001_20170226130146,167.0,53.44887,132.9128,146.0309,33.86771,74.01889,normal
WELL-00001,WELL-00001_20170226130146,167.5,53.41525,132.8122,146.0309,33.8677,73.99231,normal
WELL-00001,WELL-00001_20170226130146,168.0,53.3243,132.7116,146.0309,33.86768,73.95023,normal
WELL-00001,WELL-00001_20170226130146,168.5,53.176,132.6823,146.0309,33.86767,73.8307,normal
WELL-00001,WELL-00001_20170226130146,169.0,53.24594,132.7154,146.0309,33.86765,73.74701,normal
WELL-00001,WELL-00001_20170226130146,169.5,53.5341,132.7484,146.0309,33.86764,73.89629,normal
WELL-00001,WELL-00001_20170226130146,170.0,53.68953,132.7815,146.0309,33.86762,74.00857,normal
WELL-00001,WELL-00001_20170226130146,170.5,53.69327,132.8146,146.0309,33.86761,73.97279,normal
WELL-00001,WELL-00001_20170226130146,171.0,53.15366,132.8476,146.0309,33.86759,73.93701,normal
WELL-00001,WELL-00001_20170226130146,171.5,53.16995,132.8208,146.0309,33.86758,73.90123,normal
WELL-00001,WELL-00001_20170226130146,172.0,53.66264,132.7341,146.0309,33.86756,73.8866,normal
WELL-00001,WELL-00001_20170226130146,172.5,53.66975,132.6845,146.0309,33.86755,73.97775,normal
WELL-00001,WELL-00001_20170226130146,173.0,53.63172,132.7834,146.0309,33.86753,74.05744,normal
WELL-00001,WELL-00001_20170226130146,173.5,53.54853,132.8823,146.0309,33.86752,74.07985,normal
WELL-00001,WELL-00001_20170226130146,174.0,53.25613,132.9812,146.0309,33.8675,74.0757,normal
WELL-00001,WELL-00001_20170226130146,174.5,52.75453,133.0581,146.0309,33.86749,73.89892,normal
WELL-00001,WELL-00001_20170226130146,175.0,52.77056,133.0247,146.0309,33.86747,73.76966,normal
WELL-00001,WELL-00001_20170226130146,175.5,53.37818,132.9912,146.0309,33.86745,73.83054,normal
WELL-00001,WELL-00001_20170226130146,176.0,53.52124,132.9578,146.0309,33.86744,73.89142,normal
WELL-00001,WELL-00001_20170226130146,176.5,53.54815,132.9243,146.0309,33.86742,73.9523,normal
WELL-00001,WELL-00001_20170226130146,177.0,53.57507,132.8909,146.0309,33.86741,74.01318,normal
WELL-00001,WELL-00001_20170226130146,177.5,53.60199,132.8708,146.0309,33.86739,73.99939,normal
WELL-00001,WELL-00001_20170226130146,178.0,53.49971,132.9038,146.0309,33.86738,73.97066,normal
WELL-00001,WELL-00001_20170226130146,178.5,53.26823,132.9369,146.0309,33.86736,73.94195,normal
WELL-00001,WELL-00001_20170226130146,179.0,53.30724,132.97,146.0309,33.86735,73.91322,normal
WELL-00001,WELL-00001_20170226130146,179.5,53.61675,133.003,146.0309,33.86733,73.94501,normal
WELL-00001,WELL-00001_20170226130146,180.0,53.64214,133.0361,146.0309,33.86732,73.98609,normal
WELL-00001,WELL-00001_20170226130146,180.5,53.34281,133.0473,146.0309,33.8673,73.91699,normal
WELL-00001,WELL-00001_20170226130146,181.0,53.38831,132.9492,146.0309,33.86729,73.82584,normal
WELL-00001,WELL-00001_20170226130146,181.5,53.73552,132.8917,146.0309,33.86727,73.90876,normal
WELL-00001,WELL-00001_20170226130146,182.0,53.80079,133.0981,146.0309,33.86726,74.02649,normal
WELL-00001,WELL-00001_20170226130146,182.5,53.61936,133.2656,146.0309,33.86724,73.99008,normal
WELL-00001,WELL-00001_20170226130146,183.0,52.60491,133.2778,146.0309,33.86723,73.92284,normal
WELL-00001,WELL-00001_20170226130146,183.5,53.22555,133.29,146.0309,33.86721,73.95728,normal
WELL-00001,WELL-00001_20170226130146,184.0,53.63015,133.3022,146.0309,33.8672,74.01714,normal
WELL-00001,WELL-00001_20170226130146,184.5,53.8187,133.3143,146.0271,33.86718,74.077,normal
WELL-00001,WELL-00001_20170226130146,185.0,53.87735,133.3265,146.0128,33.86716,74.13686,normal
WELL-00001,WELL-00001_20170226130146,185.5,53.78755,133.3387,145.9986,33.86715,74.09877,normal
WELL-00001,WELL-00001_20170226130146,186.0,53.73697,133.3509,145.9843,33.86713,74.0456,normal
WELL-00001,WELL-00001_20170226130146,186.5,53.72069,133.3631,145.9701,33.86712,73.99244,normal
WELL-00001,WELL-00001_20170226130146,187.0,53.70442,133.3753,145.9558,33.8671,73.93927,normal
WELL-00001,WELL-00001_20170226130146,187.5,53.68814,133.3875,145.9416,33.86709,73.93848,normal
WELL-00001,WELL-00001_20170226130146,188.0,53.64324,133.3997,145.9273,33.86707,73.94574,normal
WELL-00001,WELL-00001_20170226130146,188.5,53.5733,133.4119,145.9131,33.86706,73.953,normal
WELL-00001,WELL-00001_20170226130146,189.0,53.50335,133.4241,145.8988,33.86704,73.96027,normal
WELL-00001,WELL-00001_20170226130146,189.5,53.43341,133.4362,145.8846,33.86703,73.96752,normal
WELL-00001,WELL-00001_20170226130146,190.0,53.41888,133.4484,145.8703,33.86701,73.97478,normal
WELL-00001,WELL-00001_20170226130146,190.5,53.45977,133.4606,145.8561,33.867,73.98205,normal
WELL-00001,WELL-00001_20170226130146,191.0,53.46209,133.4627,145.8418,33.86698,73.98931,normal
WELL-00001,WELL-00001_20170226130146,191.5,53.31019,133.4627,145.858,33.86697,73.95306,normal
WELL-00001,WELL-00001_20170226130146,192.0,53.22922,133.4627,145.9577,33.86695,73.87332,normal
WELL-00001,WELL-00001_20170226130146,192.5,53.432,133.4627,146.0043,33.86694,73.89137,normal
WELL-00001,WELL-00001_20170226130146,193.0,53.60572,133.4627,145.9045,33.86692,74.00723,normal
WELL-00001,WELL-00001_20170226130146,193.5,53.63418,133.4627,145.8314,33.86691,74.04021,normal
WELL-00001,WELL-00001_20170226130146,194.0,53.63589,133.4627,145.8314,33.86689,74.00066,normal
WELL-00001,WELL-00001_20170226130146,194.5,53.46379,133.4627,145.8314,33.86687,73.96111,normal
WELL-00001,WELL-00001_20170226130146,195.0,53.35069,133.4627,145.8314,33.86686,73.92157,normal
WELL-00001,WELL-00001_20170226130146,195.5,53.47367,133.4627,145.8314,33.86684,73.93217,normal
WELL-00001,WELL-00001_20170226130146,196.0,53.57987,133.4627,145.8314,33.86683,73.99294,normal
WELL-00001,WELL-00001_20170226130146,196.5,53.619,133.4627,145.8314,33.86681,74.01471,normal
WELL-00001,WELL-00001_20170226130146,197.0,53.62449,133.4627,145.8314,33.8668,73.99747,normal
WELL-00001,WELL-00001_20170226130146,197.5,53.46173,133.4627,145.8314,33.86678,73.98024,normal
WELL-00001,WELL-00001_20170226130146,198.0,53.32853,133.4627,145.8314,33.86677,73.96301,normal
WELL-00001,WELL-00001_20170226130146,198.5,53.34312,133.4627,145.8314,33.86675,73.9608,normal
WELL-00001,WELL-00001_20170226130146,199.0,53.35771,133.4627,145.8314,33.86674,73.97173,normal
WELL-00001,WELL-00001_20170226130146,199.5,53.3723,133.4627,145.8314,33.86672,73.98267,normal
WELL-00001,WELL-00001_20170226130146,200.0,53.37457,133.4627,145.8314,33.86671,73.99361,normal
WELL-00001,WELL-00001_20170226130146,200.5,53.32755,133.4627,145.8314,33.86669,74.00455,normal
WELL-00001,WELL-00001_20170226130146,201.0,53.30705,133.4627,145.8314,33.86668,74.01549,normal
WELL-00001,WELL-00001_20170226130146,201.5,53.39263,133.4627,145.8314,33.86666,74.02642,normal
WELL-00001,WELL-00001_20170226130146,202.0,53.47821,133.4627,145.8314,33.86665,74.03736,normal
WELL-00001,WELL-00001_20170226130146,202.5,53.32053,133.4627,145.8314,33.86663,74.0294,normal
WELL-00001,WELL-00001_20170226130146,203.0,53.11419,133.4627,145.8314,33.86662,73.94585,normal
WELL-00001,WELL-00001_20170226130146,203.5,53.21959,133.4627,145.8086,33.8666,73.90068,normal
WELL-00001,WELL-00001_20170226130146,204.0,53.40293,133.4627,145.7231,33.86658,74.009,normal
WELL-00001,WELL-00001_20170226130146,204.5,53.52295,133.4627,145.6376,33.86657,74.09927,normal
WELL-00001,WELL-00001_20170226130146,205.0,53.63323,133.4627,145.725,33.86655,74.09927,normal
WELL-00001,WELL-00001_20170226130146,205.5,53.63654,133.4627,145.8247,33.86654,74.09927,normal
WELL-00001,WELL-00001_20170226130146,206.0,53.61846,133.4627,145.7383,33.86652,74.09927,normal
WELL-00001,WELL-00001_20170226130146,206.5,53.72998,133.4627,145.6385,33.86651,74.09927,normal
WELL-00001,WELL-00001_20170226130146,207.0,53.86741,133.4627,145.6319,33.86649,74.09927,normal
WELL-00001,WELL-00001_20170226130146,207.5,53.78063,133.4627,145.6319,33.86648,74.09016,normal
WELL-00001,WELL-00001_20170226130146,208.0,53.649,133.4627,145.6319,33.86646,74.04459,normal
WELL-00001,WELL-00001_20170226130146,208.5,53.66159,133.4627,145.6319,33.86645,74.02084,normal
WELL-00001,WELL-00001_20170226130146,209.0,53.71023,133.4627,145.6319,33.86643,74.08434,normal
WELL-00001,WELL-00001_20170226130146,209.5,53.69164,133.4627,145.6319,33.86642,74.11763,normal
WELL-00001,WELL-00001_20170226130146,210.0,53.6627,133.4627,145.6319,33.8664,73.9999,normal
WELL-00001,WELL-00001_20170226130146,210.5,53.69893,133.4627,145.6319,33.86639,73.92171,normal
WELL-00001,WELL-00001_20170226130146,211.0,53.74517,133.4512,145.6319,33.86637,74.04125,normal
WELL-00001,WELL-00001_20170226130146,211.5,53.68559,133.4374,145.6319,33.86636,74.13604,normal
WELL-00001,WELL-00001_20170226130146,212.0,53.60485,133.4236,145.6319,33.86634,74.06999,normal
WELL-00001,WELL-00001_20170226130146,212.5,53.5241,133.4099,145.6319,33.86633,74.00395,normal
WELL-00001,WELL-00001_20170226130146,213.0,53.44335,133.3961,145.6319,33.86631,74.02142,normal
WELL-00001,WELL-00001_20170226130146,213.5,53.51562,133.3823,145.6319,33.86629,74.0556,normal
WELL-00001,WELL-00001_20170226130146,214.0,53.72178,133.3685,145.6319,33.86628,74.08978,normal
WELL-00001,WELL-00001_20170226130146,214.5,53.70414,133.3548,145.6319,33.86626,74.12395,normal
WELL-00001,WELL-00001_20170226130146,215.0,53.49069,133.341,145.6319,33.86625,74.13125,normal
WELL-00001,WELL-00001_20170226130146,215.5,53.48705,133.3272,145.6319,33.86623,74.13316,normal
WELL-00001,WELL-00001_20170226130146,216.0,53.69321,133.3134,145.6319,33.86622,74.13508,normal
WELL-00001,WELL-00001_20170226130146,216.5,53.69845,133.2997,145.6319,33.8662,74.137,normal
WELL-00001,WELL-00001_20170226130146,217.0,53.50279,133.2859,145.6139,33.86619,74.0725,normal
WELL-00001,WELL-00001_20170226130146,217.5,53.50145,133.2721,145.5946,33.86617,73.9978,normal
WELL-00001,WELL-00001_20170226130146,218.0,53.7222,133.2583,145.5753,33.86616,74.02649,normal
WELL-00001,WELL-00001_20170226130146,218.5,53.30627,133.2446,145.556,33.86614,74.07585,normal
WELL-00001,WELL-00001_20170226130146,219.0,53.0243,133.2308,145.5367,33.86613,74.02079,normal
WELL-00001,WELL-00001_20170226130146,219.5,53.43342,133.217,145.5173,33.86611,73.94484,normal
WELL-00001,WELL-00001_20170226130146,220.0,53.78082,133.2032,145.498,33.8661,73.97208,normal
WELL-00001,WELL-00001_20170226130146,220.5,54.05769,133.1895,145.4787,33.86608,74.01994,normal
WELL-00001,WELL-00001_20170226130146,221.0,54.08273,133.1757,145.4594,33.86607,74.06781,normal
WELL-00001,WELL-00001_20170226130146,221.5,53.88743,133.1619,145.4401,33.86605,74.11568,normal
WELL-00001,WELL-00001_20170226130146,222.0,53.76403,133.1481,145.4922,33.86604,74.09943,normal
WELL-00001,WELL-00001_20170226130146,222.5,53.70355,133.1344,145.592,33.86602,74.07333,normal
WELL-00001,WELL-00001_20170226130146,223.0,53.58289,133.1206,145.5721,33.866,74.04722,normal
WELL-00001,WELL-00001_20170226130146,223.5,53.40205,133.1068,145.4723,33.86599,74.02111,normal
WELL-00001,WELL-00001_20170226130146,224.0,53.3312,133.093,145.4324,33.86597,73.995,normal
WELL-00001,WELL-00001_20170226130146,224.5,53.37033,133.0793,145.4324,33.86596,73.96889,normal
WELL-00001,WELL-00001_20170226130146,225.0,53.45871,133.0655,145.4324,33.86594,73.95808,normal
WELL-00001,WELL-00001_20170226130146,225.5,53.60339,132.9786,145.4324,33.86593,73.96475,normal
WELL-00001,WELL-00001_20170226130146,226.0,53.71852,132.8805,145.4324,33.86591,73.97143,normal
WELL-00001,WELL-00001_20170226130146,226.5,53.68597,132.9054,145.4324,33.8659,73.9781,normal
WELL-00001,WELL-00001_20170226130146,227.0,53.61544,132.9548,145.4324,33.86588,73.98477,normal
WELL-00001,WELL-00001_20170226130146,227.5,53.35503,133.0043,145.4324,33.86587,73.99145,normal
WELL-00001,WELL-00001_20170226130146,228.0,53.1819,133.0538,145.4324,33.86585,73.99812,normal
WELL-00001,WELL-00001_20170226130146,228.5,53.44516,132.9933,145.4324,33.86584,74.0048,normal
WELL-00001,WELL-00001_20170226130146,229.0,53.66645,132.9052,145.4324,33.86582,73.97451,normal
WELL-00001,WELL-00001_20170226130146,229.5,53.61495,132.9165,145.4324,33.86581,73.90727,normal
WELL-00001,WELL-00001_20170226130146,230.0,53.56346,133.0146,145.4324,33.86579,73.94292,normal
WELL-00001,WELL-00001_20170226130146,230.5,53.51197,133.0138,145.4324,33.86578,74.09613,normal
WELL-00001,WELL-00001_20170226130146,231.0,53.51488,132.914,145.4324,33.86576,74.09067,normal
WELL-00001,WELL-00001_20170226130146,231.5,53.73545,132.8893,145.4324,33.86575,73.94636,normal
WELL-00001,WELL-00001_20170226130146,232.0,53.8644,132.9396,145.4324,33.86573,73.91288,normal
WELL-00001,WELL-00001_20170226130146,232.5,53.53527,132.9899,145.4324,33.86572,73.97638,normal
WELL-00001,WELL-00001_20170226130146,233.0,53.25032,133.0402,145.4324,33.8657,73.96066,normal
WELL-00001,WELL-00001_20170226130146,233.5,53.18629,133.0505,145.4324,33.86568,73.86572,normal
WELL-00001,WELL-00001_20170226130146,234.0,53.23615,133.0257,145.4324,33.86567,73.87605,normal
WELL-00001,WELL-00001_20170226130146,234.5,54.02628,133.001,145.4324,33.86565,73.99162,normal
WELL-00001,WELL-00001_20170226130146,235.0,54.18168,132.9763,145.4324,33.86564,74.09167,normal
WELL-00001,WELL-00001_20170226130146,235.5,54.21014,132.9516,145.4324,33.86562,74.12965,normal
WELL-00001,WELL-00001_20170226130146,236.0,54.18889,132.9268,145.4324,33.86561,74.15257,normal
WELL-00001,WELL-00001_20170226130146,236.5,54.15522,132.9021,145.4324,33.86559,74.11521,normal
WELL-00001,WELL-00001_20170226130146,237.0,53.95325,132.8773,145.4324,33.86558,74.06431,normal
WELL-00001,WELL-00001_20170226130146,237.5,53.7254,132.9123,145.4324,33.86556,73.94567,normal
WELL-00001,WELL-00001_20170226130146,238.0,53.2387,133.0155,145.4324,33.86555,73.82704,normal
WELL-00001,WELL-00001_20170226130146,238.5,52.71219,133.0187,145.4324,33.86553,73.7084,normal
